name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
anyhide,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.16.0,ratatui^0.29,MIT,2026-05-07,no,,
ao-cli,DROP-APP,,ships binaries (ao),OK,0.2.7,ratatui^0.30.0,AGPL-3.0-only,2026-05-27,no,,
aoba,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,non-standard,2026-06-23,no,,
aocr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.29.0,MIT,2024-11-18,no,,
aofctl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0-beta,ratatui^0.26,Apache-2.0,2026-01-23,no,,
aonyx-agent,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.10.0,ratatui^0.29; ratatui-core^0.1,MIT,2026-06-04,no,,
aozora-cli,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30,Apache-2.0 OR MIT,2026-07-22,no,,
ap-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.11.0,ratatui^0.29,Apache-2.0,2026-03-21,no,,
apex-store-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.2.7,ratatui^0.29,MIT,2026-07-13,no,,
apex-time-tracker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29.0,GPL-3.0,2025-05-28,no,,
apiari,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT,2026-03-26,no,,
apiari-swarm,DROP-APP,,ships binaries (swarm),OK,0.1.8,ratatui^0.30,MIT,2026-05-01,no,,
apiari-tui,KEEP,ART,"shared TUI design system: theme, scroll, common widgets",OK,0.3.0,ratatui^0.30,MIT,2026-03-30,no,,"Shared TUI design system for Apiari tools — theme, scroll, and common widgets"
apic-cli,DROP-APP,,publishes no library target,OK,0.4.0,ratatui^0.30,MIT,2026-07-06,no,,
apicentric,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.26.0,MIT,2026-02-27,no,,
apin,DROP-APP,,publishes no library target,OK,0.4.14,ratatui^0.30,MIT,2026-03-21,no,,
apiplant,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-28,no,,
apisnip,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.4.60,ratatui^0.29.0,MIT,2025-11-29,no,,
app-tracer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.0,ratatui^0.29,MIT/Apache-2.0,2025-02-28,no,,
appctl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.17.3,ratatui^0.26.3,MIT,2026-05-07,no,,
apple-music-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29,MIT,2026-01-21,no,,
apppass,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-01-11,no,,
aps-cli,DROP-APP,,publishes no library target,OK,0.8.0,ratatui^0.30,Apache-2.0,2026-07-29,no,,
aptmatic,DROP-APP,,publishes no library target,OK,0.1.5,ratatui^0.30,non-standard,2026-07-27,no,,
apyr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.24.0,MIT,2023-12-26,no,,
apz,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29,MIT,2026-02-20,no,,
aranet-cli,DROP-APP,,ships binaries (aranet),OK,0.2.0,ratatui^0.30,MIT,2026-03-30,no,,
arblang,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-07-29,no,,
arc-emulator,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.5,ratatui^0.29.0,MIT,2025-11-10,no,,
arcade,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.27,MIT,2026-03-07,no,,
arcan-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.3.0,ratatui^0.30,MIT,2026-04-06,no,,
arcana-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29,MIT,2026-05-18,no,,
architect-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,11.6.3,ratatui^0.29.0,AGPL-3.0-only,2025-10-03,no,,
arct-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.26,GPL-2.0-only,2026-07-14,no,,
arduino-tui,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30.0,MIT OR Apache-2.0,2026-04-17,no,,
arf-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,20260607.0.4,ratatui^0.29,MIT,2026-06-07,no,,
arf-console,DROP-APP,,publishes no library target,OK,0.4.4,ratatui^0.30,MIT,2026-07-26,no,,
argus-tui,DROP-APP,,publishes no library target,OK,0.1.4,ratatui^0.30.1,MIT,2026-06-17,no,,
arkanoid-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.27.0,MIT OR Apache-2.0,2024-08-15,yes,3840,
arora,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,9.11.0,ratatui^0.29,MIT,2026-07-30,no,,
arsvt3d,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.8,ratatui^0.29,Apache-2.0,2025-11-15,no,,
arta-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.29,MIT,2026-07-21,no,,
artbox,DROP-APP,,ships binaries (artbox),OK,0.3.0,ratatui^0.30,MIT,2026-05-24,no,,
arte-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-07-02,no,,
arvalez-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.10.0,ratatui^0.29.0,MIT,2026-07-29,no,,
arxivlens,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.27.0,MIT,2026-02-17,no,,
asak,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29.0,non-standard,2026-04-11,no,,
ascend-tools-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,1.6.0,ratatui^0.30,MIT,2026-04-08,no,,
asched,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui=0.29.0,MIT,2026-07-24,no,,
ascii-agents,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.28,MIT,2026-05-26,no,,
ascii-forge,DROP-DOMAIN,,"library, but no wqm surface needs it",NODEP,,,,,yes,42023,
ascii-gen,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.24.0,MIT,2023-11-20,yes,4722,
ascii-petgraph,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-01-28,no,,
ascii-webcam,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-11-24,yes,3395,
asciicity,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-05-03,no,,
asd,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-03-19,no,,
aserial,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.21,MIT,2024-12-31,no,,
asheron-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.28,MIT,2026-04-15,no,,
asm-annotate,DROP-APP,,publishes no library target,OK,0.9.2,ratatui^0.30,Apache-2.0,2026-04-11,no,,
assay-cli,DROP-APP,,publishes no library target,OK,3.36.0,ratatui^0.30,MIT,2026-07-29,no,,
asterion,DROP-APP,,ships binaries (asterion),OK,0.4.1,ratatui^0.30.0,GPL-3.0-or-later,2026-05-30,no,,
asterism,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.5,ratatui^0.29,MIT,2025-11-09,no,,
asteroid-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.1,ratatui^0.29,GPL-3.0-or-later,2026-05-30,no,,
astrid,DROP-APP,,publishes no library target,OK,0.10.4,ratatui^0.30,MIT OR Apache-2.0,2026-07-20,no,,
astrid-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT OR Apache-2.0,2026-03-16,no,,
astropress-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29,MIT,2026-04-14,no,,
async-callback-manager,KEEP,ST,async callback plumbing -- the watch/debounce seam CR-035 needs,OK,0.1.1,ratatui^0.30.0,MIT,2026-05-16,yes,9977,Library that provides an interface to create and manage asynchronous callbacks in Rust. Dependency of `youtui` music player.
async-inspect,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2025-12-05,no,,
atac,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.23.0,ratatui=0.30.0,MIT,2026-02-08,yes,29242,
atanor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-05-31,no,,
ateshi,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28.1,MIT,2024-09-14,no,,
atm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29,MIT,2026-05-10,no,,
atm-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29,MIT,2026-05-10,no,,
atman-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,1.3.0,ratatui^0.30,MIT OR Apache-2.0,2026-07-28,no,,
atpspy,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,MIT,2026-05-07,no,,
atradio,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.3,ratatui^0.29,GPL-2.0-or-later,2026-07-20,no,,
ats,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-06-30,no,,
atterm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT OR Apache-2.0,2026-05-08,no,,
attnres,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-03-16,no,,
atto,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.12.0,ratatui^0.29,MIT,2026-07-04,no,,
atuin,DROP-APP,,publishes no library target,OK,18.18.1,ratatui^0.30.0,MIT,2026-07-28,no,,
atuin-ai,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,18.18.1,ratatui^0.30.0; ratatui-core^0.1; ratatui-widgets^0.3,MIT,2026-07-28,no,,
aube,DROP-APP,,"ships binaries (aube,aubr)",OK,1.36.0,ratatui^0.30.0,MIT,2026-07-29,no,,
audio-preview,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29,Apache-2.0,2025-11-24,no,,
audiobookctl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.13.2,ratatui^0.29,MIT,2026-01-05,no,,
audioleaf,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,3.1.3,ratatui^0.29.0,MIT,2025-02-25,no,,
audiorouter,DROP-APP,,publishes no library target,OK,0.2.0,"ratatui>=0.30, <0.31",Apache-2.0,2026-07-01,no,,
audium,DROP-APP,,publishes no library target,OK,2.0.0,ratatui^0,GPL-3.0-or-later,2026-07-25,no,,
auryn,DROP-APP,,ships binaries (auryn),OK,0.2.0,ratatui^0.30.1,MIT,2026-06-12,no,,
auth-framework,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,ratatui^0.29,MIT OR Apache-2.0,2025-08-24,no,,
authy-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-02-26,no,,
auto-ytdlp,DROP-APP,,publishes no library target,OK,1.1.2,ratatui^0.30.0,GPL-3.0,2026-02-15,no,,
autofeat,DROP-APP,,ships binaries (autofeat),OK,0.1.0,ratatui^0.30.2,MIT,2026-07-10,no,,
autogitignore,DROP-APP,,publishes no library target,OK,0.1.3,ratatui^0.30.0,MIT,2026-02-12,no,,
autogpt,DROP-APP,,"ships binaries (autogpt,orchgpt)",OK,0.4.5,ratatui^0.30.0,MIT,2026-05-21,no,,
autom8-cli,DROP-APP,,ships binaries (autom8),OK,0.3.0,ratatui^0.30,MIT,2026-02-06,no,,
autumn-cli,DROP-APP,,publishes no library target,OK,0.6.0,ratatui^0.30,MIT OR Apache-2.0,2026-07-20,no,,
autumn-harvest-cli,DROP-APP,,"ships binaries (harvest,harvest-replay)",OK,0.5.0,ratatui^0.30.0,MIT OR Apache-2.0,2026-07-22,no,,
av1converter,DROP-APP,,publishes no library target,OK,2.6.0,ratatui^0.30.2,MIT,2026-07-20,no,,
avdoc,DROP-APP,,ships binaries (avdoc),OK,0.1.2,ratatui^0.30.0,MIT,2026-04-04,no,,
aven,DROP-APP,,ships binaries (aven),OK,0.1.19,ratatui^0.30,MIT,2026-07-28,no,,
avocode,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-03-30,no,,
awdy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui=0.29.0,MIT,2026-01-29,no,,
awear,DROP-APP,,"ships binaries (awear-rs,tui)",OK,0.2.0,ratatui^0.30.0,GPL-3.0,2026-04-12,no,,
awesome-omarchy-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.1,ratatui^0.28,MIT,2025-09-02,no,,
awsom,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.17.1,ratatui^0.29,Apache-2.0,2026-04-30,yes,3373,
awsx2,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.6,ratatui^0.29,MIT,2026-05-06,no,,
axil,DROP-APP,,publishes no library target,OK,0.2.2,ratatui^0.30.0,CC0-1.0,2026-03-30,no,,
axonml-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.6.2,ratatui^0.30,MIT OR Apache-2.0,2026-04-17,no,,
azpect,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.0,ratatui^0.29,MIT OR Apache-2.0,2026-07-10,no,,
azure-keyvault-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,non-standard,2025-06-19,no,,
azure-pim-cli,DROP-APP,,"ships binaries (az-pim,dump-roles)",OK,0.17.0,ratatui^0.30,MIT,2026-05-12,no,,
azure-pim-tui,DROP-APP,,publishes no library target,OK,0.0.3,ratatui^0.30,MIT,2026-04-07,no,,
b-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.26,MIT,2026-04-15,no,,
backgammon,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.18.0,ratatui^0.30,BSD-2-Clause,2026-04-12,no,,
backlog-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT,2025-12-18,no,,
bad-apple,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29,MIT,2026-04-03,no,,
bahamut,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.21.0,MIT,2023-06-02,no,,
balatro_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.28.1,non-standard,2025-06-25,no,,
balatro_tui_widgets,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.28.1,non-standard,2025-06-25,no,,
ballast-tui,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30.2,MIT,2026-07-25,no,,
ballin,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-01-19,no,,
ballista-cli,DROP-APP,,ships binaries (ballista-cli),OK,54.0.0,ratatui^0.30.1,Apache-2.0,2026-07-15,no,,
bamboo-tui,DROP-APP,,ships binaries (bamboo-tui),OK,2026.7.33,ratatui^0.30,MIT,2026-07-30,no,,
baml-agent-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29.0,MIT,2026-03-07,no,,
bandwhich,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.23.1,ratatui^0.28.1,MIT,2024-10-08,no,,
barkdocs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.5,ratatui^0.29,MIT OR Apache-2.0,2025-12-04,no,,
barklog,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.29,MIT OR Apache-2.0,2025-12-23,no,,
basalt-tui,DROP-APP,,ships binaries (basalt),OK,0.12.6,ratatui^0.30.0,MIT,2026-06-21,no,,
basalt-widgets,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-04-20,yes,3152,
bashers,DROP-APP,,"ships binaries (bashers,bs)",OK,0.8.8,ratatui^0.30.0,MIT,2026-02-23,no,,
bashrs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,6.66.1,ratatui^0.29,MIT,2026-04-27,no,,
basilk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.27.0,MIT OR Apache-2.0,2025-03-23,yes,7775,
basmati,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.25.0,MIT,2025-05-01,no,,
bass-tuna,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2024-12-23,no,,
bath,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.3,ratatui^0.20,GPL-3.0,2025-12-19,no,,
batman-fim,DROP-APP,,ships binaries (batman),OK,2.0.0,ratatui^0.30.0-alpha.5,MIT,2026-07-06,no,,
batmon,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,Apache-2.0,2026-06-02,no,,
battlecommand-forge,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,Apache-2.0,2026-04-30,no,,
batty,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.2,ratatui^0.26,MIT,2025-11-06,no,,
bawa,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,GPL-3.0,2025-07-02,no,,
bb-cli,DROP-APP,,publishes no library target,OK,0.1.1,ratatui^0.30,MIT,2026-06-29,no,,
bbc-news-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.3,ratatui^0.29,MIT,2025-10-19,no,,
bbml,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.25.0,GPL-3.0-only,2024-02-28,yes,6230,
bbs-rs,DROP-APP,,"ships binaries (bbs-rs,bbsctl)",OK,0.1.0,ratatui^0.30.2,MIT,2026-07-12,no,,
bcachefs-top,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29.0,MIT,2025-08-16,no,,
bckplayer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.24,MIT,2025-09-24,no,,
bctx,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.32,ratatui^0.28,LicenseRef-Proprietary,2026-07-07,no,,
bdbt_annotator,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.29,MIT,2026-03-08,no,,
bdg,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2026.6.1,ratatui^0.26,Apache-2.0,2026-06-07,no,,
bdsh,DROP-APP,,publishes no library target,OK,0.3.1,ratatui^0.30,Apache-2.0,2026-06-30,no,,
bea-rs,DROP-APP,,publishes no library target,OK,0.7.3,ratatui^0.30.1,MIT,2026-06-16,no,,
beamterm-core,KEEP,RB,platform-agnostic OpenGL terminal renderer,NODEP,,,,,yes,67748,Platform-agnostic OpenGL terminal renderer using glow
beamterm-data,KEEP,RB,core data structures for beamterm,NODEP,,,,,yes,276995,Core data structures and binary serialization for the beamterm WebGL terminal renderer
beamterm-renderer,KEEP,RB,WebGL2 terminal renderer,NODEP,,,,,yes,276044,"High-performance WebGL2 terminal renderer for beamterm, targeting sub-millisecond render times in web browsers"
beamterm-unicode,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,NODEP,,,,,yes,66935,
beancount-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29.0,MIT,2025-02-01,no,,
bee-tui,DROP-APP,,ships binaries (bee-tui),OK,1.18.0,ratatui^0.30.0,MIT OR Apache-2.0,2026-05-20,no,,
beebo,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30.0,MIT,2026-03-17,no,,
beg2dither,DROP-APP,,publishes no library target,OK,0.1.2,ratatui^0.30.2,MIT,2026-07-18,no,,
betex,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.39.0,ratatui^0.30,non-standard,2026-07-26,no,,
betfair-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.3,ratatui^0.28,MIT,2025-10-02,no,,
better-ctx,DROP-APP,,"ships binaries (better-ctx,better-ctx-cloud-api)",OK,3.1.0,ratatui^0.30,MIT,2026-04-14,no,,
better-rm,DROP-APP,,publishes no library target,OK,0.3.4,ratatui^0.30,MulanPSL-2.0,2026-07-18,no,,
betterssh,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2025-12-26,no,,
bettertree,DROP-APP,,publishes no library target,OK,1.1.0,ratatui^0.30.2,MIT,2026-07-28,no,,
bevy_ratatui,DROP-DOMAIN,,"library, but no wqm surface needs it",OK,0.11.1,ratatui^0.30.0,MIT OR Apache-2.0,2026-02-18,yes,59763,
bevy_ratatui_camera,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.16.0,ratatui^0.29.0,MIT OR Apache-2.0,2025-11-17,yes,12877,
bevy_ratatui_render,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29.0,MIT OR Apache-2.0,2024-12-23,yes,22579,
bevy_repl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.1,ratatui^0.29.0,MIT,2025-08-29,no,,
bevy_term,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.19.2,ratatui^0.30,AGPL-3.0-or-later,2026-07-01,no,,
bevy_terminal_display,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,0BSD OR MIT OR Apache-2.0,2025-04-02,yes,8039,
bevy_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.13.0,ratatui^0.26,MIT,2024-06-16,no,,
bevy_tui_texture,KEEP,RB,ratatui + WGPU terminal-style rendering,OK,0.3.4,ratatui^0.30.2,MIT,2026-07-18,no,,A Bevy plugin for rendering terminal-style UIs using ratatui and WGPU
bevy_uicmd,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.1,ratatui^0.30,Apache-2.0,2026-07-20,no,,
bevy_uicmd_ratatui,KEEP,FORM,TOML-defined forms emitting validated commands,OK,0.1.1,ratatui^0.30,Apache-2.0,2026-07-20,no,,Ratatui adapter for bevy_uicmd: renders compiled forms and routes terminal input into UI command requests
